date,level,event,dd_from_peak,rolling_peak_equity,current_equity,ticker,reason,exit_price,z_score,today_dispersion,action,new_stop,note
2024-04-19,6.0,halt_triggered,-5.4269,100000.0,-442688.07000000007,,,,,,,,
2024-04-22,6.0,halt_resumed,-5.4342,100000.0,-443420.94000000006,,,,,,,,
2024-04-23,6.0,halt_triggered,-5.3566,100000.0,-435661.06000000006,,,,,,,,
2024-04-24,6.0,halt_resumed,-5.3634,100000.0,-436340.56000000006,,,,,,,,
2024-04-25,6.0,halt_triggered,-5.3691,100000.0,-436913.34,,,,,,,,
2024-04-26,1.0,,,,,SNAP,overnight_gap_up_27.0pct,14.48,,,,,
2024-04-26,6.0,halt_resumed,-5.3807,100000.0,-438069.51,,,,,,,,
2024-04-29,6.0,halt_triggered,-5.3809,100000.0,-438093.54,,,,,,,,
2024-04-30,6.0,halt_resumed,-5.399,100000.0,-439902.47,,,,,,,,
2024-05-01,6.0,halt_triggered,-5.3375,100000.0,-433752.4,,,,,,,,
2024-05-02,1.0,,,,,ETSY,overnight_gap_down_16.0pct,58.57,,,,,
2024-05-02,1.0,,,,,HRTG,overnight_gap_down_16.4pct,8.6,,,,,
2024-05-02,1.0,,,,,W,overnight_gap_up_18.7pct,60.0,,,,,
2024-05-02,6.0,halt_resumed,-5.3878,100000.0,-438782.23,,,,,,,,
2024-05-03,1.0,,,,,AMGN,overnight_gap_up_12.6pct,313.39,,,,,
2024-05-03,6.0,halt_triggered,-5.3457,100000.0,-434566.68000000005,,,,,,,,
2024-05-06,6.0,halt_resumed,-5.3339,100000.0,-433386.14,,,,,,,,
2024-05-07,1.0,,,,,BLDR,overnight_gap_down_12.8pct,175.16,,,,,
2024-05-07,6.0,halt_triggered,-5.3259,100000.0,-432587.0,,,,,,,,
2024-05-08,6.0,halt_resumed,-5.3617,100000.0,-436167.02,,,,,,,,
2024-05-09,1.0,,,,,CDLX,overnight_gap_down_32.4pct,9.87,,,,,
2024-05-09,6.0,halt_triggered,-5.3682,100000.0,-436818.97,,,,,,,,
2024-05-10,1.0,,,,,IAS,overnight_gap_up_19.3pct,10.0,,,,,
2024-05-10,6.0,halt_resumed,-5.3805,100000.0,-438054.57000000007,,,,,,,,
2024-05-13,6.0,halt_triggered,-5.4123,100000.0,-441228.3000000001,,,,,,,,
2024-05-14,6.0,halt_resumed,-5.4124,100000.0,-441236.31000000006,,,,,,,,
2024-05-15,1.0,,,,,GME,overnight_gap_down_17.3pct,40.31,,,,,
2024-05-15,6.0,halt_triggered,-5.2659,100000.0,-426592.17,,,,,,,,
2024-05-16,6.0,halt_resumed,-5.2562,100000.0,-425624.63,,,,,,,,
2024-05-17,6.0,halt_triggered,-5.2462,100000.0,-424619.85,,,,,,,,
2024-05-20,6.0,halt_resumed,-5.2462,100000.0,-424619.85,,,,,,,,
2024-05-21,6.0,halt_triggered,-5.2521,100000.0,-425205.63,,,,,,,,
2024-05-22,1.0,,,,,MOD,overnight_gap_down_12.9pct,88.42,,,,,
2024-05-22,6.0,halt_resumed,-5.2133,100000.0,-421325.08,,,,,,,,
2024-05-23,1.0,,,,,CYTK,overnight_gap_down_16.8pct,49.25,,,,,
2024-05-23,6.0,halt_triggered,-5.2257,100000.0,-422566.54,,,,,,,,
2024-05-24,1.0,,,,,MRUS,overnight_gap_up_19.4pct,52.6,,,,,
2024-05-24,6.0,halt_resumed,-5.2559,100000.0,-425592.44000000006,,,,,,,,
2024-05-28,1.0,,,,,GME,overnight_gap_up_21.6pct,23.1,,,,,
2024-05-28,6.0,halt_triggered,-5.2303,100000.0,-423025.4,,,,,,,,
2024-05-29,6.0,halt_resumed,-5.2308,100000.0,-423081.66,,,,,,,,
2024-05-30,1.0,,,,,CRM,overnight_gap_down_17.8pct,223.4,,,,,
2024-05-30,6.0,halt_triggered,-5.2717,100000.0,-427169.38,,,,,,,,
2024-05-31,6.0,halt_resumed,-5.2922,100000.0,-429221.46,,,,,,,,
2024-06-03,6.0,halt_triggered,-5.3383,100000.0,-433830.24,,,,,,,,
2024-06-04,6.0,halt_resumed,-5.3263,100000.0,-432634.64,,,,,,,,
2024-06-05,6.0,halt_triggered,-5.305,100000.0,-430502.11,,,,,,,,
2024-06-06,6.0,halt_resumed,-5.3051,100000.0,-430510.09,,,,,,,,
2024-06-07,1.0,,,,,BRZE,overnight_gap_up_12.8pct,41.48,,,,,
2024-06-07,1.0,,,,,GME,overnight_gap_down_19.0pct,37.69,,,,,
2024-06-07,6.0,halt_triggered,-5.2461,100000.0,-424612.09,,,,,,,,
2024-06-10,6.0,halt_resumed,-5.2462,100000.0,-424620.08,,,,,,,,
2024-06-11,1.0,,,,,TH,overnight_gap_down_31.0pct,7.25,,,,,
2024-06-11,6.0,halt_triggered,-5.3106,100000.0,-431061.09,,,,,,,,
2024-06-12,6.0,halt_resumed,-5.2572,100000.0,-425719.52,,,,,,,,
2024-06-13,6.0,halt_triggered,-5.2686,100000.0,-426860.15,,,,,,,,
2024-06-14,6.0,halt_resumed,-5.1873,100000.0,-418731.89,,,,,,,,
2024-06-17,6.0,halt_triggered,-5.1859,100000.0,-418590.44,,,,,,,,
2024-06-18,6.0,halt_resumed,-5.1961,100000.0,-419605.65,,,,,,,,
2024-06-20,6.0,halt_triggered,-5.1942,100000.0,-419420.63,,,,,,,,
2024-06-21,6.0,halt_resumed,-5.1161,100000.0,-411607.02,,,,,,,,
2024-06-24,6.0,halt_triggered,-5.1302,100000.0,-413018.14,,,,,,,,
2024-06-25,6.0,halt_resumed,-5.1503,100000.0,-415032.04,,,,,,,,
2024-06-26,1.0,,,,,FDX,overnight_gap_up_12.5pct,288.425,,,,,
2024-06-26,6.0,halt_triggered,-5.133,100000.0,-413295.03,,,,,,,,
2024-06-27,6.0,halt_resumed,-5.1282,100000.0,-412816.15,,,,,,,,
2024-06-28,6.0,halt_triggered,-5.1524,100000.0,-415241.84,,,,,,,,
2024-07-01,6.0,halt_resumed,-5.1705,100000.0,-417050.46,,,,,,,,
2024-07-02,6.0,halt_triggered,-5.1688,100000.0,-416878.45,,,,,,,,
2024-07-03,6.0,halt_resumed,-5.1564,100000.0,-415640.06,,,,,,,,
2024-07-05,6.0,halt_triggered,-5.1496,100000.0,-414956.87,,,,,,,,
2024-07-08,6.0,halt_resumed,-5.1535,100000.0,-415347.54,,,,,,,,
2024-07-09,6.0,halt_triggered,-5.2018,100000.0,-420182.84,,,,,,,,
2024-07-10,6.0,halt_resumed,-5.2014,100000.0,-420139.52,,,,,,,,
2024-07-11,6.0,halt_triggered,-5.2338,100000.0,-423381.91,,,,,,,,
2024-07-12,6.0,halt_resumed,-5.2446,100000.0,-424461.69000000006,,,,,,,,
2024-07-15,6.0,halt_triggered,-5.2575,100000.0,-425751.47,,,,,,,,
2024-07-16,6.0,halt_resumed,-5.1526,100000.0,-415261.33,,,,,,,,
2024-07-17,6.0,halt_triggered,-5.1764,100000.0,-417639.29,,,,,,,,
2024-07-18,1.0,,,,,DPZ,overnight_gap_down_13.4pct,409.8,,,,,
2024-07-18,6.0,halt_resumed,-5.1776,100000.0,-417755.61,,,,,,,,
2024-07-19,6.0,halt_triggered,-5.1864,100000.0,-418638.85,,,,,,,,
2024-07-22,6.0,halt_resumed,-5.1965,100000.0,-419646.14,,,,,,,,
2024-07-23,6.0,halt_triggered,-5.2065,100000.0,-420653.31,,,,,,,,
2024-07-24,1.0,,,,,LW,overnight_gap_down_24.8pct,59.116,,,,,
2024-07-24,6.0,halt_resumed,-5.2408,100000.0,-424079.57,,,,,,,,
2024-07-25,6.0,halt_triggered,-5.241,100000.0,-424095.82,,,,,,,,
2024-07-26,6.0,halt_resumed,-5.2554,100000.0,-425536.53,,,,,,,,
2024-07-29,6.0,halt_triggered,-5.2477,100000.0,-424774.23,,,,,,,,
2024-07-30,6.0,halt_resumed,-5.258,100000.0,-425799.95000000007,,,,,,,,
2024-07-31,6.0,halt_triggered,-5.2688,100000.0,-426877.28,,,,,,,,
2024-08-01,6.0,halt_resumed,-5.308,100000.0,-430802.34,,,,,,,,
2024-08-02,6.0,halt_triggered,-5.3286,100000.0,-432862.76,,,,,,,,
2024-08-05,1.0,,,,,GCT,overnight_gap_down_13.2pct,22.18,,,,,
2024-08-05,6.0,halt_resumed,-5.2346,100000.0,-423460.93,,,,,,,,
2024-08-06,6.0,halt_triggered,-5.2346,100000.0,-423460.93,,,,,,,,
2024-08-07,6.0,halt_resumed,-5.2391,100000.0,-423905.24,,,,,,,,
2024-08-08,1.0,,,,,ASPN,overnight_gap_up_31.9pct,24.41,,,,,
2024-08-08,1.0,,,,,APPS,overnight_gap_up_17.4pct,2.09,,,,,
2024-08-08,1.0,,,,,FROG,overnight_gap_down_26.0pct,25.19,,,,,
2024-08-08,6.0,halt_triggered,-5.2126,100000.0,-421258.71,,,,,,,,
2024-08-08,,dispersion_cb_triggered_dec128,,,,,,,3.1732,0.067426,,,
2024-08-09,6.0,halt_resumed,-5.2301,100000.0,-423005.76,,,,,,,,
2024-08-12,6.0,halt_triggered,-5.2097,100000.0,-420971.63,,,,,,,,
2024-08-13,6.0,halt_resumed,-5.2491,100000.0,-424913.47,,,,,,,,
2024-08-14,6.0,halt_triggered,-5.2931,100000.0,-429309.74,,,,,,,,
2024-08-15,6.0,halt_resumed,-5.3134,100000.0,-431338.04,,,,,,,,
2024-08-16,6.0,halt_triggered,-5.3134,100000.0,-431338.04,,,,,,,,
2024-08-19,6.0,halt_resumed,-5.3212,100000.0,-432121.38,,,,,,,,
2024-08-20,6.0,halt_triggered,-5.3395,100000.0,-433947.62,,,,,,,,
2024-08-21,6.0,halt_resumed,-5.3113,100000.0,-431125.26,,,,,,,,
2024-08-22,6.0,halt_triggered,-5.3213,100000.0,-432132.32000000007,,,,,,,,
2024-08-23,6.0,halt_resumed,-5.3493,100000.0,-434926.21,,,,,,,,
2024-08-26,6.0,halt_triggered,-5.3377,100000.0,-433771.6,,,,,,,,
2024-08-27,6.0,halt_resumed,-5.3517,100000.0,-435173.58,,,,,,,,
2024-08-28,1.0,,,,,NBIX,overnight_gap_down_17.5pct,125.9,,,,,
2024-08-28,6.0,halt_triggered,-5.361,100000.0,-436096.04,,,,,,,,
2024-08-29,1.0,,,,,OKTA,overnight_gap_down_14.0pct,83.01,,,,,
2024-08-29,6.0,halt_resumed,-5.3693,100000.0,-436930.5500000001,,,,,,,,
2024-08-30,6.0,halt_triggered,-5.3614,100000.0,-436137.27,,,,,,,,
2024-09-03,1.0,,,,,SHLS,overnight_gap_up_28.8pct,6.94,,,,,
2024-09-03,6.0,halt_resumed,-5.4192,100000.0,-441920.13,,,,,,,,
2024-09-04,6.0,halt_triggered,-5.4105,100000.0,-441048.73,,,,,,,,
2024-09-05,6.0,halt_resumed,-5.432,100000.0,-443195.27,,,,,,,,
2024-09-06,6.0,halt_triggered,-5.4132,100000.0,-441318.32000000007,,,,,,,,
2024-09-09,6.0,halt_resumed,-5.4132,100000.0,-441318.32000000007,,,,,,,,
2024-09-10,6.0,halt_triggered,-5.4255,100000.0,-442547.37,,,,,,,,
2024-09-11,6.0,halt_resumed,-5.4394,100000.0,-443944.45000000007,,,,,,,,
2024-09-12,6.0,halt_triggered,-5.459,100000.0,-445899.64,,,,,,,,
2024-09-13,6.0,halt_resumed,-5.5155,100000.0,-451545.4,,,,,,,,
2024-09-16,6.0,halt_triggered,-5.5356,100000.0,-453561.4,,,,,,,,
2024-09-17,6.0,halt_resumed,-5.5356,100000.0,-453561.4,,,,,,,,
2024-09-18,6.0,halt_triggered,-5.5636,100000.0,-456361.12,,,,,,,,
2024-09-19,6.0,halt_resumed,-5.565,100000.0,-456496.8000000001,,,,,,,,
2024-09-20,1.0,,,,,FDX,overnight_gap_down_13.2pct,260.775,,,,,
2024-09-20,6.0,halt_triggered,-5.5993,100000.0,-459930.89,,,,,,,,
2024-09-23,6.0,halt_resumed,-5.6048,100000.0,-460481.24,,,,,,,,
2024-09-24,6.0,halt_triggered,-5.6345,100000.0,-463446.5500000001,,,,,,,,
2024-09-25,1.0,,,,,TH,overnight_gap_down_22.5pct,7.32,,,,,
2024-09-25,6.0,halt_resumed,-5.5808,100000.0,-458082.01,,,,,,,,
2024-09-26,6.0,halt_triggered,-5.619,100000.0,-461904.23,,,,,,,,
2024-09-27,6.0,halt_resumed,-5.6007,100000.0,-460070.5,,,,,,,,
2024-09-30,6.0,halt_triggered,-5.5887,100000.0,-458874.98,,,,,,,,
2024-10-01,6.0,halt_resumed,-5.6129,100000.0,-461291.35,,,,,,,,
2024-10-02,6.0,halt_triggered,-5.6301,100000.0,-463008.09,,,,,,,,
2024-10-03,6.0,halt_resumed,-5.6756,100000.0,-467556.43000000005,,,,,,,,
2024-10-04,6.0,halt_triggered,-5.6756,100000.0,-467556.43000000005,,,,,,,,
2024-10-07,6.0,halt_resumed,-5.6618,100000.0,-466179.26,,,,,,,,
2024-10-08,6.0,halt_triggered,-5.6772,100000.0,-467720.38,,,,,,,,
2024-10-09,6.0,halt_resumed,-5.6505,100000.0,-465052.56000000006,,,,,,,,
2024-10-10,6.0,halt_triggered,-5.6649,100000.0,-466494.69000000006,,,,,,,,
2024-10-11,6.0,halt_resumed,-5.698,100000.0,-469797.0,,,,,,,,
2024-10-14,6.0,halt_triggered,-5.7132,100000.0,-471323.3000000001,,,,,,,,
2024-10-15,6.0,halt_resumed,-5.7334,100000.0,-473340.83,,,,,,,,
2024-10-16,6.0,halt_triggered,-5.7354,100000.0,-473540.47,,,,,,,,
2024-10-17,6.0,halt_resumed,-5.7395,100000.0,-473952.72,,,,,,,,
2024-10-18,6.0,halt_triggered,-5.7395,100000.0,-473952.72,,,,,,,,
2024-10-21,6.0,halt_resumed,-5.752,100000.0,-475197.35,,,,,,,,
2024-10-22,6.0,halt_triggered,-5.7643,100000.0,-476431.92,,,,,,,,
2024-10-23,1.0,,,,,LRN,overnight_gap_up_31.1pct,84.53,,,,,
2024-10-23,6.0,halt_resumed,-5.817,100000.0,-481702.71,,,,,,,,
2024-10-24,6.0,halt_triggered,-5.7854,100000.0,-478543.41,,,,,,,,
2024-10-25,6.0,halt_resumed,-5.805,100000.0,-480497.64,,,,,,,,
2024-10-28,6.0,halt_triggered,-5.8059,100000.0,-480585.3000000001,,,,,,,,
2024-10-29,1.0,,,,,CVI,overnight_gap_down_19.2pct,19.25,,,,,
2024-10-29,6.0,halt_resumed,-5.8164,100000.0,-481636.86,,,,,,,,
2024-10-30,6.0,halt_triggered,-5.7399,100000.0,-473985.4,,,,,,,,
2024-10-31,1.0,,,,,AVDL,overnight_gap_up_27.7pct,16.48,,,,,
2024-10-31,1.0,,,,,ROKU,overnight_gap_down_12.3pct,68.0,,,,,
2024-10-31,6.0,halt_resumed,-5.7472,100000.0,-474718.27,,,,,,,,
2024-11-01,6.0,halt_triggered,-5.7164,100000.0,-471637.06000000006,,,,,,,,
2024-11-04,6.0,halt_resumed,-5.7252,100000.0,-472523.82000000007,,,,,,,,
2024-11-05,6.0,halt_triggered,-5.7198,100000.0,-471978.79,,,,,,,,
2024-11-06,6.0,halt_resumed,-5.7237,100000.0,-472372.52,,,,,,,,
2024-11-07,6.0,halt_triggered,-5.753,100000.0,-475304.35,,,,,,,,
2024-11-08,1.0,,,,,PINS,overnight_gap_down_14.1pct,29.14,,,,,
2024-11-08,6.0,halt_resumed,-5.7722,100000.0,-477223.61,,,,,,,,
2024-11-11,6.0,halt_triggered,-5.6796,100000.0,-467964.32000000007,,,,,,,,
2024-11-12,6.0,halt_resumed,-5.6567,100000.0,-465670.94000000006,,,,,,,,
2024-11-13,1.0,,,,,LBTYA,overnight_gap_down_47.0pct,10.99,,,,,
2024-11-13,6.0,halt_triggered,-5.6602,100000.0,-466019.14,,,,,,,,
2024-11-14,6.0,halt_resumed,-5.6676,100000.0,-466762.16,,,,,,,,
2024-11-15,1.0,,,,,ALHC,overnight_gap_down_13.5pct,11.1,,,,,
2024-11-15,6.0,halt_triggered,-5.7326,100000.0,-473262.87,,,,,,,,
2024-11-18,6.0,halt_resumed,-5.708,100000.0,-470803.45,,,,,,,,
2024-11-19,6.0,halt_triggered,-5.7182,100000.0,-471818.64,,,,,,,,
2024-11-20,6.0,halt_resumed,-5.7293,100000.0,-472929.98,,,,,,,,
2024-11-21,6.0,halt_triggered,-5.7558,100000.0,-475583.71,,,,,,,,
2024-11-22,6.0,halt_resumed,-5.7799,100000.0,-477988.76,,,,,,,,
2024-11-25,6.0,halt_triggered,-5.79,100000.0,-478997.58,,,,,,,,
2024-11-26,6.0,halt_resumed,-5.7739,100000.0,-477385.23,,,,,,,,
2024-11-27,6.0,halt_triggered,-5.7739,100000.0,-477393.23,,,,,,,,
2024-11-29,6.0,halt_resumed,-5.7828,100000.0,-478280.43000000005,,,,,,,,
2024-12-02,6.0,halt_triggered,-5.8218,100000.0,-482175.35,,,,,,,,
2024-12-03,6.0,halt_resumed,-5.8071,100000.0,-480709.4,,,,,,,,
2024-12-04,6.0,halt_triggered,-5.8152,100000.0,-481524.47,,,,,,,,
2024-12-05,6.0,halt_resumed,-5.8279,100000.0,-482785.66,,,,,,,,
2024-12-06,6.0,halt_triggered,-5.7641,100000.0,-476413.77,,,,,,,,
2024-12-09,6.0,halt_resumed,-5.7682,100000.0,-476822.08,,,,,,,,
2024-12-10,6.0,halt_triggered,-5.78,100000.0,-477997.0500000001,,,,,,,,
2024-12-11,6.0,halt_resumed,-5.8063,100000.0,-480627.74,,,,,,,,
2024-12-12,6.0,halt_triggered,-5.8172,100000.0,-481718.02,,,,,,,,
2024-12-13,6.0,halt_resumed,-5.8534,100000.0,-485340.28,,,,,,,,
2024-12-16,6.0,halt_triggered,-5.8617,100000.0,-486173.13,,,,,,,,
2024-12-17,6.0,halt_resumed,-5.8999,100000.0,-489985.44000000006,,,,,,,,
2024-12-18,6.0,halt_triggered,-5.7845,100000.0,-478451.92,,,,,,,,
2024-12-19,1.0,,,,,LW,overnight_gap_down_15.7pct,65.96,,,,,
2024-12-19,6.0,halt_resumed,-5.8425,100000.0,-484253.39,,,,,,,,
2024-12-20,6.0,halt_triggered,-5.8554,100000.0,-485536.09,,,,,,,,
2024-12-23,6.0,halt_resumed,-5.8654,100000.0,-486542.57000000007,,,,,,,,
2024-12-24,6.0,halt_triggered,-5.8611,100000.0,-486113.81000000006,,,,,,,,
2024-12-26,6.0,halt_resumed,-5.8769,100000.0,-487685.89,,,,,,,,
2024-12-27,6.0,halt_triggered,-5.8911,100000.0,-489108.82000000007,,,,,,,,
2024-12-30,6.0,halt_resumed,-5.8914,100000.0,-489144.45000000007,,,,,,,,
2024-12-31,6.0,halt_triggered,-5.8914,100000.0,-489144.45000000007,,,,,,,,
2025-01-02,6.0,halt_resumed,-5.8793,100000.0,-487932.49,,,,,,,,
2025-01-03,6.0,halt_triggered,-5.8477,100000.0,-484774.95000000007,,,,,,,,
2025-01-06,6.0,halt_resumed,-5.8826,100000.0,-488262.47,,,,,,,,
2025-01-07,6.0,halt_triggered,-5.9633,100000.0,-496330.68000000005,,,,,,,,
2025-01-08,1.0,,,,,IONQ,overnight_gap_down_21.9pct,38.75,,,,,
2025-01-08,6.0,halt_resumed,-5.9749,100000.0,-497491.64,,,,,,,,
2025-01-10,1.0,,,,,ARHS,overnight_gap_up_14.8pct,10.86,,,,,
2025-01-10,1.0,,,,,HOLO,overnight_gap_up_28.3pct,108.78,,,,,
2025-01-10,6.0,halt_triggered,-5.8993,100000.0,-489932.0500000001,,,,,,,,
2025-01-13,6.0,halt_resumed,-5.9443,100000.0,-494430.48,,,,,,,,
2025-01-14,6.0,halt_triggered,-5.9772,100000.0,-497716.52,,,,,,,,
2025-01-15,6.0,halt_resumed,-5.9818,100000.0,-498184.0500000001,,,,,,,,
2025-01-16,6.0,halt_triggered,-5.992,100000.0,-499200.81000000006,,,,,,,,
2025-01-17,6.0,halt_resumed,-6.0063,100000.0,-500629.01,,,,,,,,
2025-01-21,6.0,halt_triggered,-6.0202,100000.0,-502017.02,,,,,,,,
2025-01-22,6.0,halt_resumed,-6.0371,100000.0,-503711.67,,,,,,,,
2025-01-23,6.0,halt_triggered,-6.0719,100000.0,-507189.99,,,,,,,,
2025-01-24,6.0,halt_resumed,-6.082,100000.0,-508198.79,,,,,,,,
2025-01-24,,dispersion_cb_triggered_dec128,,,,,,,4.3617,0.124062,,,
2025-01-27,1.0,,,,,CLS,overnight_gap_down_13.2pct,105.63,,,,,
2025-01-27,1.0,,,,,GEV,overnight_gap_down_19.2pct,339.6,,,,,
2025-01-27,1.0,,,,,SMR,overnight_gap_down_17.2pct,23.15,,,,,
2025-01-27,6.0,halt_triggered,-5.9983,100000.0,-499827.5500000001,,,,,,,,
2025-01-28,1.0,,,,,HOLO,overnight_gap_up_12.5pct,75.6,,,,,
2025-01-28,6.0,halt_resumed,-6.0168,100000.0,-501679.36,,,,,,,,
2025-01-29,6.0,halt_triggered,-6.0269,100000.0,-502686.57000000007,,,,,,,,
2025-01-30,6.0,halt_resumed,-6.0355,100000.0,-503547.04,,,,,,,,
2025-01-31,6.0,halt_triggered,-6.0657,100000.0,-506570.21,,,,,,,,
2025-02-03,6.0,halt_resumed,-6.0909,100000.0,-509087.91,,,,,,,,
2025-02-04,6.0,halt_triggered,-6.1093,100000.0,-510928.81000000006,,,,,,,,
2025-02-05,6.0,halt_resumed,-6.116,100000.0,-511597.76,,,,,,,,
2025-02-06,6.0,halt_triggered,-6.0783,100000.0,-507832.93000000005,,,,,,,,
2025-02-07,1.0,,,,,NBIX,overnight_gap_down_16.3pct,126.01,,,,,
2025-02-07,6.0,halt_resumed,-6.089,100000.0,-508904.84,,,,,,,,
2025-02-10,6.0,halt_triggered,-6.1003,100000.0,-510030.62,,,,,,,,
2025-02-11,6.0,halt_resumed,-6.1172,100000.0,-511717.3000000001,,,,,,,,
2025-02-12,6.0,halt_triggered,-6.2044,100000.0,-520436.45000000007,,,,,,,,
2025-02-13,6.0,halt_resumed,-6.1661,100000.0,-516608.63,,,,,,,,
2025-02-14,6.0,halt_triggered,-6.1776,100000.0,-517756.1,,,,,,,,
2025-02-18,1.0,,,,,PCT,overnight_gap_up_15.1pct,10.72,,,,,
2025-02-18,6.0,halt_resumed,-6.1402,100000.0,-514019.8000000001,,,,,,,,
2025-02-19,1.0,,,,,CVI,overnight_gap_up_12.0pct,20.71,,,,,
2025-02-19,6.0,halt_triggered,-6.1626,100000.0,-516259.17,,,,,,,,
2025-02-20,6.0,halt_resumed,-6.1554,100000.0,-515536.64,,,,,,,,
2025-02-21,1.0,,,,,HOLO,overnight_gap_up_19.3pct,56.8,,,,,
2025-02-21,6.0,halt_triggered,-6.1953,100000.0,-519528.89,,,,,,,,
2025-02-24,6.0,halt_resumed,-6.1538,100000.0,-515378.13,,,,,,,,
2025-02-25,6.0,halt_triggered,-6.1453,100000.0,-514527.22,,,,,,,,
2025-02-26,6.0,halt_resumed,-6.1568,100000.0,-515678.57000000007,,,,,,,,
2025-02-27,6.0,halt_triggered,-6.1809,100000.0,-518090.31000000006,,,,,,,,
2025-02-28,6.0,halt_resumed,-6.2126,100000.0,-521256.57000000007,,,,,,,,
2025-03-03,1.0,,,,,HOLO,overnight_gap_up_29.4pct,50.2,,,,,
2025-03-03,6.0,halt_triggered,-6.1673,100000.0,-516732.48,,,,,,,,
2025-03-04,6.0,halt_resumed,-6.1763,100000.0,-517632.85,,,,,,,,
2025-03-05,6.0,halt_triggered,-6.1504,100000.0,-515039.27,,,,,,,,
2025-03-06,6.0,halt_resumed,-6.1604,100000.0,-516037.68000000005,,,,,,,,
2025-03-07,6.0,halt_triggered,-6.1284,100000.0,-512842.73,,,,,,,,
2025-03-10,6.0,halt_resumed,-5.8686,100000.0,-486860.98,,,,,,,,
2025-03-11,6.0,halt_triggered,-5.8268,100000.0,-482679.17,,,,,,,,
2025-03-12,1.0,,,,,GRPN,overnight_gap_up_25.4pct,12.25,,,,,
2025-03-12,6.0,halt_resumed,-5.8648,100000.0,-486482.94000000006,,,,,,,,
2025-03-13,6.0,halt_triggered,-5.8981,100000.0,-489811.99,,,,,,,,
2025-03-14,6.0,halt_resumed,-5.924,100000.0,-492397.63,,,,,,,,
2025-03-17,6.0,halt_triggered,-5.9265,100000.0,-492651.02,,,,,,,,
2025-03-18,6.0,halt_resumed,-5.9376,100000.0,-493756.65,,,,,,,,
2025-03-19,1.0,,,,,HQY,overnight_gap_down_16.4pct,85.0,,,,,
2025-03-19,6.0,halt_triggered,-5.9757,100000.0,-497568.78,,,,,,,,
2025-03-20,6.0,halt_resumed,-5.9958,100000.0,-499583.13,,,,,,,,
2025-03-21,6.0,halt_triggered,-6.0321,100000.0,-503207.84,,,,,,,,
2025-03-24,6.0,halt_resumed,-6.0145,100000.0,-501448.0,,,,,,,,
2025-03-25,1.0,,,,,HOLO,overnight_gap_down_12.6pct,38.8,,,,,
2025-03-25,6.0,halt_triggered,-6.0424,100000.0,-504235.72,,,,,,,,
2025-03-26,6.0,halt_resumed,-6.0978,100000.0,-509779.82000000007,,,,,,,,
2025-03-27,6.0,halt_triggered,-6.1422,100000.0,-514223.43000000005,,,,,,,,
2025-03-28,6.0,halt_resumed,-6.2127,100000.0,-521273.81000000006,,,,,,,,
2025-03-31,6.0,halt_triggered,-6.202,100000.0,-520195.37,,,,,,,,
2025-04-01,6.0,halt_resumed,-6.209,100000.0,-520895.18000000005,,,,,,,,
2025-04-02,6.0,halt_triggered,-6.2173,100000.0,-521728.29,,,,,,,,
2025-04-03,1.0,,,,,CROX,overnight_gap_down_12.1pct,98.05,,,,,
2025-04-03,6.0,halt_resumed,-6.2635,100000.0,-526354.85,,,,,,,,
2025-04-04,5.0,,,,,ICE,vix_crisis_45.3,,,,tighten_stop,167.542,
2025-04-04,5.0,,,,,EEM,vix_crisis_45.3,,,,tighten_stop,44.992,
2025-04-04,5.0,,,,,PG,vix_crisis_45.3,,,,tighten_stop,170.71499999999995,
2025-04-04,5.0,,,,,V,vix_crisis_45.3,,,,tighten_stop,344.57449999999994,
2025-04-04,5.0,,,,,SPY,vix_crisis_45.3,,,,tighten_stop,582.2834999999999,
2025-04-04,5.0,,,,,TRV,vix_crisis_45.3,,,,tighten_stop,253.327,
2025-04-04,5.0,,,,,PM,vix_crisis_45.3,,,,tighten_stop,153.9665,
2025-04-04,5.0,,,,,WELL,vix_crisis_45.3,,,,tighten_stop,149.017,
2025-04-04,5.0,,,,,NDAQ,vix_crisis_45.3,,,,tighten_stop,79.572,
2025-04-04,5.0,,,,,PAYX,vix_crisis_45.3,,,,tighten_stop,147.19299999999998,
2025-04-04,5.0,,,,,TW,vix_crisis_45.3,,,,tighten_stop,141.56900000000002,
2025-04-04,5.0,,,,,WM,vix_crisis_45.3,,,,tighten_stop,224.9885,
2025-04-04,5.0,,,,,SPGI,vix_crisis_45.3,,,,tighten_stop,516.5815,
2025-04-04,5.0,,,,,EQR,vix_crisis_45.3,,,,tighten_stop,74.176,
2025-04-04,5.0,,,,,SSNC,vix_crisis_45.3,,,,tighten_stop,84.67349999999999,
2025-04-04,5.0,,,,,ADP,vix_crisis_45.3,,,,tighten_stop,302.708,
2025-04-04,5.0,,,,,SYK,vix_crisis_45.3,,,,tighten_stop,379.905,
2025-04-04,5.0,,,,,DGX,vix_crisis_45.3,,,,tighten_stop,168.1025,
2025-04-04,5.0,,,,,MAA,vix_crisis_45.3,,,,tighten_stop,162.37399999999997,
2025-04-04,5.0,,,,,DUK,vix_crisis_45.3,,,,tighten_stop,117.8475,
2025-04-04,5.0,,,,,CCEP,vix_crisis_45.3,,,,tighten_stop,85.329,
2025-04-04,5.0,,,,,FI,vix_crisis_45.3,,,,tighten_stop,225.9005,
2025-04-04,5.0,,,,,VTR,vix_crisis_45.3,,,,tighten_stop,66.9465,
