ticket,batch,cls,born_done,in_window,sha,n_files,n_code,claims_code,claims_analysis,has_test,verdict,desc
S6-B1586d,1586,DONE,True,False,3abc8246d,3,1,False,False,False,CODE_BACKED," high | the 5 pass rows are marginal: cilo = +0.082. per the owner's margin-of-error directive, 5 of 200 at a lower boun"
S6-B1586e,1586,DONE,True,False,3abc8246d,3,1,False,True,False,CODE_BACKED," done | queue-coverage audit executed: 25 l-entries this session, 22 referenced in the queue (l430-432 predate this sess"
S6-B1587a,1587,DONE,True,False,b1f3ffdc1,6,2,True,True,True,CODE_BACKED, done | checklist #195 + skill no-untested-cause rule + scanunverifiedcause() wired into verifyturncompliance.py ahead o
S6-B1587b,1587,DONE,True,False,b1f3ffdc1,6,2,False,True,True,CODE_BACKED, done | swing-length guard verified still enforced after the union fix (owner question). cfg2 at wrong sw=20: union 262/
S6-B1588a,1588,DONE,True,False,9cb2d599e,5,1,False,True,False,CODE_BACKED," done | 50-trade spot check, both configs: 100/100 producer agreement, 0 execution failures. every sampled trade's produ"
S6-B1588b,1588,DONE,True,False,9cb2d599e,5,1,False,True,False,CODE_BACKED," done | my checker, not the engine. first run reported 35/50 execution failures on holddays; tested before naming a caus"
S6-B1588c,1588,DONE,True,False,9cb2d599e,5,1,False,True,False,CODE_BACKED, resolved - defect confirmed | holddays is calendar days and the annualisation divides 252 trading days by it. measured 
S6-B1589a,1589,DONE,False,False,507570b5b,2,0,False,False,False,ANALYSIS_ONLY, done | 252-trading units fix applied (owner ruling). sharpe converts calendar hold to trading days before annualising o
S6-B1589c,1589,DONE,True,False,507570b5b,2,0,False,False,False,ANALYSIS_ONLY, med | the b1371 fix corrected a missing annualisation and was calibrated against the 0.7 gate - it changed the formula'
S6-B1590a,1590,DONE,True,False,ec291c7af,3,1,False,True,False,CODE_BACKED," done | exit selection measured. search space is 4,000 x 26 = 104,000 cells collapsed to 4,000 by is selection. cfg2, al"
S6-B1590b,1590,DONE,False,False,ec291c7af,3,1,False,True,False,CODE_BACKED," resolved (owner ruling) | step 1 = best exit by sharpe (cheap ranking, never decides admission, so no haircut needed). "
S6-B1591a,1591,DONE,True,False,71424e2ba,2,0,False,False,False,ANALYSIS_ONLY, done | adversarial finding: the 26 exits are not 26 distinct exits. across 330 cfg1 entries: regimeflip==timestop20d 10
S6-B1591b,1591,DONE,True,False,71424e2ba,2,0,False,True,False,ANALYSIS_ONLY, resolved | cause confirmed at source. regimeflip == timestop20d because the registry lambda never passes regimeseries a
S6-B1591c,1591,DONE,True,False,71424e2ba,2,0,False,False,False,ANALYSIS_ONLY," high | consequences regardless of cause: (a) ""best of 26"" overstates the exit search - effective breadth is lower; (b) "
S6-B1593a,1593,DONE,True,False,2f6bf27af,6,4,False,True,True,CODE_BACKED, done | a: effective-exit disclosure. selectexit reports exitseffective/exitscollapsed. cfg1 measured: 26 stored -> 23 e
S6-B1593b,1593,DONE,True,False,2f6bf27af,6,4,False,False,True,CODE_BACKED," done | b: duplicate collapse before selection, so ""best of n"" reports the true n and the ngates tie-break is no longer "
S6-B1593c,1593,DONE,True,False,2f6bf27af,6,4,True,False,True,CODE_BACKED, done | c: regimeflip wired. exitregimeflip recovers regimebydate from signals; engine populates it per sim-day in proce
S6-B1593d,1593,DONE,True,False,2f6bf27af,6,4,False,True,True,CODE_BACKED," high - owner | blast radius measured. phase 1b roster row 2, xsmomentumwithsmartmoneylong - one of only two robust cell"
S6-B1594a,1594,DONE,True,False,eeb92e0e1,3,0,True,False,False,UNSUPPORTED," done | mandatory post-config analysis added to the runbook (owner directive: run after every config, unprompted). 5 ste"
S6-B1595a,1595,DONE,True,False,5a7f41af0,5,0,False,True,False,ANALYSIS_ONLY," done | post-fix re-check rule was in learnings only (verified: learnings 1, checklist 0, skill 0). now checklist #190 +"
S6-B1595b,1595,DONE,True,False,5a7f41af0,5,0,True,False,False,UNSUPPORTED," done | adversarial review added to the post-config standard as step 5, quoting owner phrasing verbatim, with a 7-lens t"
S6-B1596a,1596,DONE,True,False,7923918ef,5,1,True,True,False,CODE_BACKED," done | measured the orphan-rule class: 24 l-entries state a rule, 18 anchored nowhere - a 75pct orphan rate. the instan"
S6-B1596b,1596,DONE,True,False,7923918ef,5,1,False,False,False,CODE_BACKED, done | phase 1b roster row 2 xsmomentumwithsmartmoneylong relabelled regimeflip -> timestop20d (owner-approved) with a 
S6-B1596c,1596,DONE,True,False,7923918ef,5,1,True,False,False,CODE_BACKED, done | scanorphanrule() wired into verifyturncompliance.main() and skill anchor-the-rule rule added - both owner-approv
S6-B1597a,1597,DONE,True,False,f966fd29a,6,2,True,True,True,CODE_BACKED, done | runbook bookends added. §1.0 pre-launch gate (universe provenance + measured ram ceiling + confirm sweep knobs d
S6-B1598a,1598,DONE,True,False,de40ebbdf,3,0,True,False,False,UNSUPPORTED, done | the anchor gate caught its own author one turn after wiring. l465 flagged as unanchored - correctly: the entry m
S6-B1599a,1599,DONE,True,False,9ce17ee6b,2,0,True,False,False,UNSUPPORTED," done | l466 anchored by amending #191 rather than opening #193. l466's rule refines #191 (the test is ""will a checklist"
S6-B1600a,1600,DONE,True,False,65bd096f0,5,0,False,True,False,ANALYSIS_ONLY, done (owner option 2) | fix moved into the generator. rostercore.truthfulexitname() relabels pre-b1593 degraded exits; 
S6-B1601a,1601,DONE,True,False,65bd096f0,5,0,True,True,False,ANALYSIS_ONLY," done | measured the enforcement tiers of my 7 checklist additions: 3 auto-gated (#188/#189/#191), 1 tooled-but-manual ("
S6-B1601b,1601,DONE,True,False,65bd096f0,5,0,True,False,False,UNSUPPORTED, done | #190 promoted to auto-gated. scanpostfixrecheck blocks a fix/defect/rca commit that touched no downstream artifa
S6-B1601c,1601,DONE,True,False,65bd096f0,5,0,True,True,False,ANALYSIS_ONLY, done | #187 promoted to auto-gated. scanunverifieduniverse blocks a runphase1a.py launch without verifyuniverseartifact
S6-B1601d,1601,DONE,True,False,65bd096f0,5,0,False,False,False,ANALYSIS_ONLY," note | #192 and #193 genuinely resist automation - ""walk the lifecycle"" and ""decide where a fix belongs"" are judgement "
S6-B1601e,1601,DONE,True,False,65bd096f0,5,0,False,False,False,ANALYSIS_ONLY, med | testb1255turngateverifier is now sensitive to live repo state - it fails whenever an unanchored l-entry is in fli
S6-B1602a,1602,DONE,True,False,dc48d401c,9,4,True,True,True,CODE_BACKED, done | enforcement tiers recorded in #191 (l468): tier 1 auto-gated / tier 2 tooled / tier 3 prose. adding an item now 
S6-B1603a,1603,DONE,True,False,a0373236a,8,2,True,False,True,CODE_BACKED," done | both launch detectors fixed. they scanned the whole tool-input blob, so writing a test fixture containing nohup "
S6-B1603b,1603,DONE,True,False,a0373236a,8,2,False,False,True,CODE_BACKED, done | checklist numbering collision. my #187-#193 clashed with a legacy item 192. renumbered to #193-#199; cross-refs 
S6-B1603c,1603,DONE,True,False,a0373236a,8,2,False,False,True,CODE_BACKED," done | learnings heading format was invented, not matched. legacy is a bare ### l434; i wrote ### l435 - title, making "
S6-B1604a,1604,DONE,True,False,2ab5b83d5,3,0,False,False,False,ANALYSIS_ONLY, done | l469 anchored by checklist #200 (parse the whole file before appending; a green check on unparseable input is a 
S6-B1604b,1604,DONE,True,False,2ab5b83d5,3,0,False,False,False,ANALYSIS_ONLY, done | claude.md banner synced to checklist #1-#192 / learnings l1-l469. the banner-freshness test now sees all 35 of t
S6-B1605a,1605,DONE,True,False,f9d0ee000,8,3,True,True,True,CODE_BACKED, done | owner directive: every quantitative claim must be tested. checklist #201 + skill test-every-quantity rule + scan
S6-B1605b,1605,DONE,True,False,f9d0ee000,8,3,False,False,True,CODE_BACKED," done | why #195 missed it: it was never asked. tested - #195 matches causal language only; ""costs nothing"" is quantitat"
S6-B1606a,1606,DONE,True,False,aca3ffa75,1,0,False,True,False,ANALYSIS_ONLY," note | insample() has exactly three consumers and all three feed selectexit (rostercore:171, tightenbreakerblock:226, u"
S6-B1606b,1606,DONE,True,False,aca3ffa75,1,0,True,False,False,UNSUPPORTED," note | #201 over-fires on metaphorical ""costs nothing"" (e.g. ""costs nothing in holdout independence""). deliberately not"
S6-B1609a,1609,DONE,True,False,d836c7983,5,0,True,True,False,ANALYSIS_ONLY, done | spec-vs-implementation rule added to the skill (owner asked; it was not there). verified by exact in test after 
S6-B1609b,1609,DONE,True,False,d836c7983,5,0,False,False,False,ANALYSIS_ONLY, done | a match count is not evidence of presence. grep -c returned 12 for an absent rule because 202 matches inside 202
S6-B1610a,1610,DONE,True,False,0eefb5e04,8,3,False,True,True,CODE_BACKED," resolved - defect confirmed | rca: tailn band is misplaced, not broken (owner: ""the bands are clearly not working""). me"
S6-B1610b,1610,DONE,True,False,0eefb5e04,8,3,False,True,True,CODE_BACKED," owner - approval needed | re-band p3. recommend [1, 2, 3, 20] - spans the measured discriminating region, keeps 20 as t"
S6-B1610c,1610,DONE,True,False,0eefb5e04,8,3,False,True,True,CODE_BACKED, owner - ruling needed | tailn is collinear with agebarsmax - spearman +0.881 between event rank and age-in-bars (median
S6-B1610d,1610,DONE,True,False,0eefb5e04,8,3,False,False,True,CODE_BACKED, done | grid-band check is mechanical. scripts/verifygridbands.py exits 2 on any adjacent level pair moving <10pct of pa
S6-B1610e,1610,DONE,False,False,0eefb5e04,8,3,False,True,True,CODE_BACKED, done - owner approved (option d) | step 1 now ranks distinct outcomes and carries the equivalence class. top-n is n gen
S6-B1610f,1610,DONE,True,False,0eefb5e04,8,3,True,True,True,CODE_BACKED," med | step 1 still prints a pass/fail column. b1608 added the ranked list but left the legacy gate table, so the output"
S6-B1610g,1610,DONE,True,False,0eefb5e04,8,3,False,True,True,CODE_BACKED," done | session l-entry anchor audit (owner question). 38 entries l435-l472; 31 anchored in checklist or skill, 7 not. d"
S6-B1610h,1610,DONE,True,False,0eefb5e04,8,3,False,False,True,CODE_BACKED, owner - approval needed | skill additions require owner sign-off per standing rule. proposed: (1) band-and-dimension ru
S6-B1610i,1610,DONE,True,False,0eefb5e04,8,3,False,True,True,CODE_BACKED, done | the banner-freshness test was green on a 13-item-stale banner. testb1486claudemdbannercountsarefresh parsed only
S6-B1611a,1611,DONE,True,False,507e848f2,10,3,False,True,True,CODE_BACKED, done | runbook gap closed - the anomaly sweep existed and did not cover the parameter axis. mandatory post-config analy
S6-B1611b,1611,DONE,True,False,507e848f2,10,3,True,False,True,CODE_BACKED, done | --anchor added to verifygridbands.py. a production anchor is inert by design; without an exemption the gate fire
S6-B1612a,1612,DONE,True,False,ac18a09b5,7,2,False,True,True,CODE_BACKED," done | de-dup key verified sound - zero false merges. the key (fires, exit, sharpe) could in principle merge two settin"
S6-B1612b,1612,DONE,True,False,ac18a09b5,7,2,False,True,True,CODE_BACKED," done | equivalence classes measured on the re-banded grids. cfg1: 85 rankable -> 48 distinct, class sizes {1:30, 2:7, 3"
S6-B1612c,1612,DONE,True,False,ac18a09b5,7,2,False,True,True,CODE_BACKED, done | the collinearity runs both ways. cfg2's cross-parameter classes are agebarsmax going inert at low tailn: at tail
S6-B1612d,1612,DONE,True,False,ac18a09b5,7,2,False,True,True,CODE_BACKED," owner - ruling needed | which member of an equivalence class is retained? (owner: ""if we deduplicate which p3 band will"
S6-B1612e,1612,DONE,True,False,ac18a09b5,7,2,False,True,True,CODE_BACKED," note | the equivalence class is sample-specific. tailn in {5, 10, 20} ties on 100 tickers x 2y given a binding age cap;"
S6-B1612f,1612,DONE,False,False,ac18a09b5,7,2,True,True,True,CODE_BACKED, done - owner approved | p2-p5 are engine-implemented. config.py: smcobclosemitigation / smcobtailn / smcbreakeragebarsm
S6-B1612g,1612,DONE,True,False,ac18a09b5,7,2,True,False,True,CODE_BACKED, done | gate built: scripts/verifyengineimplemented.py. asserts each swept parameter's engine status against live source
S6-B1612h,1612,DONE,True,False,ac18a09b5,7,2,True,False,True,CODE_BACKED, high | the runbook had no engine-implementation step. mandatory post-config analysis runs search -> validate -> admit a
S6-B1613a,1613,DONE,True,False,787e2cf70,1,0,False,True,False,ANALYSIS_ONLY, note - answers owner q | top-n counts outcomes; the combination count rides along and varies. measured on the re-banded
S6-B1613b,1613,DONE,True,False,787e2cf70,1,0,False,False,False,ANALYSIS_ONLY," note - worked example for s6-b1612f | what deploying cfg2's current winner would actually do. graded winner cm=false, b"
S6-B1613c,1613,DONE,True,False,787e2cf70,1,0,False,True,False,ANALYSIS_ONLY," done | runbook text verified at head (owner asked whether it actually landed, not whether it was written). git show hea"
S6-B1614a,1614,DONE,True,False,89a248c7a,6,1,True,True,False,CODE_BACKED, resolved - premise measured false | carrying an equivalence class does not inflate step 2 runtime. measured on the cfg2
S6-B1614b,1614,DONE,True,False,89a248c7a,6,1,True,False,False,CODE_BACKED, note - the rule that does bind | a fire-adding parameter must never be carried as an equivalence class. swinglength (p1
S6-B1614c,1614,DONE,True,False,89a248c7a,6,1,False,True,False,CODE_BACKED," done - rca | why the post-config audit missed 4 grader-only parameters. (1) spotchecktrades.py declares its method ""del"
S6-B1614d,1614,DONE,True,False,89a248c7a,6,1,True,False,False,CODE_BACKED, done | p4 mis-citation corrected and engineimplemented declared as a field on all six parameters in producervarianttabl
S6-B1616a,1616,DONE,True,False,9ae4d09ba,12,7,True,True,True,CODE_BACKED, note | closemitigation reads dead on a single-ticker probe. smc.ob returns byte-identical frames for true/false across 
S6-B1616b,1616,DONE,True,False,9ae4d09ba,12,7,True,True,True,CODE_BACKED, done - the gate worked | verifyengineimplemented.py refused to pass after b1616 until its table was updated - the drift
S6-B1617a,1617,DONE,True,False,46a066f7e,5,1,False,True,False,CODE_BACKED," resolved - owner ruled 544 | owner 2026-08-17: 544. all 8 stale references swept, with every derived quantity re-measur"
S6-B1617b,1617,DONE,True,False,46a066f7e,5,1,True,False,False,CODE_BACKED, done - owner approved c+d | variants ship; the roster is unchanged. (c) smcbreakervariants emits suffixed keys smcbreak
S6-B1617c,1617,DONE,True,False,46a066f7e,5,1,True,True,False,CODE_BACKED," done | default-path obpos build removed. b1616 built a {label: position} dict over the whole ob frame on every call, in"
S6-B1617d,1617,DONE,True,False,46a066f7e,5,1,False,True,False,CODE_BACKED, resolved - no re-grade needed | cfg1/cfg2 do not need re-grading after b1615/b1616. the engine change is default-byte-i
S6-B1617e,1617,DONE,True,False,46a066f7e,5,1,False,True,False,CODE_BACKED," note - checked, no defect | engine breaker loop vs the offline grader, read line by line: tail/rank semantics equivalen"
S6-B1617f,1617,DONE,True,False,46a066f7e,5,1,True,False,False,CODE_BACKED," note - pre-existing, gated | the panel cache slices swing-dependent primitives at currentidx - swinglength while the gr"
S6-B1618a,1618,DONE,True,False,786513747,6,2,True,True,True,CODE_BACKED, done - armed footgun disarmed | scripts/buildsweep100.py:36 read r5universe381.txt - the abandoned a-c chunk. the live 
S6-B1619a,1619,DONE,True,False,cc858bdf1,8,5,False,True,True,CODE_BACKED," done - measured | variant cost, measured before building (discharging the prior turn unverified caveat): extra variant "
S6-B1619b,1619,DONE,True,False,cc858bdf1,8,5,True,False,True,CODE_BACKED, done - isolation proven | across 3 tickers and every sampled bar a tuned variant moved a base key 0 times while differi
S6-B1619c,1619,DONE,True,False,cc858bdf1,8,5,True,True,True,CODE_BACKED," done - checked not assumed | demand pruning cannot silence a variant. smcprimitivekeys = {fvg, boschoch, retracements};"
S6-B1619d,1619,DONE,True,False,cc858bdf1,8,5,False,False,True,CODE_BACKED, done | silent-zero guard. assertvariantstrategiesareconfigured() raises when a registered variant strategy suffix is ab
S6-B1619e,1619,DONE,True,False,cc858bdf1,8,5,False,False,True,CODE_BACKED, note - gate hygiene | the engine gate fired twice on this refactor: correctly (anchors moved into breakerscan) and then
S6-B1620a,1620,DONE,True,False,8a5a05895,3,0,True,True,False,ANALYSIS_ONLY, done - fixed b1622 | regimeflip now actually runs. runexitcomparison takes regimebydate and injects it per trade at rep
S6-B1620b,1620,DONE,True,False,8a5a05895,3,0,True,False,False,UNSUPPORTED, done | cube rows carry their config. cfgswinglength / cfgemaspan / cfgbreaker added to every tradeexitdetail row; read 
S6-B1620c,1620,DONE,True,False,8a5a05895,3,0,False,True,False,ANALYSIS_ONLY," done | grader drops are counted, named and abort. a ticker with no parquet was a bare continue; now drops[""noparquet""] "
S6-B1620d,1620,DONE,True,False,8a5a05895,3,0,False,True,False,ANALYSIS_ONLY, done | step 1 no longer prints gate verdicts. verdicts stay in the payload for step 2; the printed table is now cm / br
S6-B1620e,1620,DONE,True,False,8a5a05895,3,0,True,True,False,ANALYSIS_ONLY, done - and it was worse than the ticket said | the ticket said nholdout comes back none. the real defect was next door:
S6-B1620f,1620,DONE,True,False,8a5a05895,3,0,False,True,False,ANALYSIS_ONLY," owner - wall-clock plan | 18 configs x 3.30 h = 59.4 h serial. at the measured 3-config concurrency ceiling (peak 3,223"
S6-B1620g,1620,DONE,True,False,8a5a05895,3,0,False,True,False,ANALYSIS_ONLY," note - stale queue statuses | 97 of 225 tickets read open by last status, but the queue appends resolutions rather than"
S6-B1621a,1621,DONE,True,False,119400241,9,6,True,True,True,CODE_BACKED," done - cold pass confirmed by me | the engine-reachability gate matched raw text - ""breakmax is not none"" in ""# if brea"
S6-B1621b,1621,DONE,True,False,119400241,9,6,True,True,True,CODE_BACKED, done | verifygridbands.py dropped any requested key absent from the grid and printed an unqualified pass. a grid withou
S6-B1621c,1621,DONE,True,False,119400241,9,6,False,True,True,CODE_BACKED, done | grader ticker resolution had no normalisation. it opened {ticker}.parquet verbatim; production cache.cachepath m
S6-B1622a,1622,DONE,True,False,119400241,9,6,False,False,False,CODE_BACKED, done | the b1593 pin test was a spelling check. it asserted two strings appeared somewhere in source and never that the
S6-B1622b,1622,DONE,True,False,119400241,9,6,False,True,False,CODE_BACKED, corrected - the asymmetry does not exist | owner accepted a cfg1/cfg2-vs-new-cube regimeflip asymmetry on my informatio
S6-B1621d,1621,DONE,True,False,119400241,9,6,False,True,True,CODE_BACKED," note - the common shape | all three tool defects fail open: a comment satisfies a check, a missing key is skipped, a wr"
S6-B1620h,1620,DONE,True,False,8a5a05895,3,0,True,True,False,ANALYSIS_ONLY," note - cold pass clean on the headline | the fresh-eyes review ran 5,360 comparisons (4 tickers x 1,340 pit bars x 4 pa"
S6-B1623a,1623,DONE,True,False,c3dbb3ab9,7,3,False,True,True,CODE_BACKED, done - measurement beats the record | measuredegradedexits replaces truthfulexitname(cubepredatesb1593=true) - an assum
S6-B1625a,1625,DONE,True,False,156f2c70c,6,3,False,True,True,CODE_BACKED," note - self-inflicted, recorded | my first version of the b1625 test called importlib.reload(backtest.config) and broke"
S6-B1626a,1626,DONE,True,False,f277cf22e,6,2,False,True,True,CODE_BACKED," done - answer is no, and it was worse | owner asked whether l484's two errors were in checklist. they were not - and th"
S6-B1626b,1626,DONE,True,False,f277cf22e,6,2,False,True,True,CODE_BACKED, done - the gate was failing open | scanorphanrule classified an entry as rule-bearing by three exact phrases (generalis
S6-B1626c,1626,DONE,True,False,f277cf22e,6,2,False,True,True,CODE_BACKED, note - the week's lesson on the week's tooling | every defect since b1610 was a component that failed open and returned
S6-B1626d,1626,DONE,True,False,f277cf22e,6,2,True,True,True,CODE_BACKED," done - the test pinned the defect | testb1597orphanrulegatewiredandpinned asserted ""narrative with no rule -> pass (mus"
S6-B1627c,1627,DONE,True,False,f3ad78825,4,0,False,False,False,ANALYSIS_ONLY, note - gate caught me | the turn gate blocked on checklist #185: the background launch went out with no monitor armed a
S6-B1627d,1627,DONE,True,False,f3ad78825,4,0,False,True,False,ANALYSIS_ONLY," done - pre-launch gate, 6 of 9 cleared | universe cleared (verifyuniverseartifact -> ""looks like a broad universe""; 100"
S6-B1631a,1631,DONE,True,False,6436ec739,6,2,False,True,True,CODE_BACKED," done - step 4 scope answered from code | ohlcv-only is correct here, because of a flag not the strategy. smcbreakerbloc"
S6-B1631b,1631,DONE,True,False,6436ec739,6,2,True,True,True,CODE_BACKED, done (retro-ticketed b1635) | q2 of that turn: step-4 engine leg wired + lenses 7 -> 11. shipped in b1631; recorded her
S6-B1631c,1631,DONE,True,False,6436ec739,6,2,False,False,True,CODE_BACKED, done - lenses 7 -> 11 | mapped every defect since b1610 against the 7 lenses; four classes had no lens and shipped anyw
S6-B1631d,1631,DONE,True,False,6436ec739,6,2,True,True,True,CODE_BACKED, done - option c codified | owner chose c. wave 1 owner-gated (first pool=3 measurement; the other 8 waves re-costed fro
S6-B1632a,1632,DONE,True,False,cf98164e7,3,0,True,True,False,ANALYSIS_ONLY," done - the inverted gate caught me | the fail-closed orphan gate built in b1626 blocked turn-end on l487, one turn afte"
S6-B1633a,1633,DONE,True,False,fce407490,5,2,True,True,False,CODE_BACKED," done - q1 confirmed, with a correction | owner recalled that the lens expansion followed their ""why wasn't this caught"""
S6-B1633b,1633,DONE,True,False,fce407490,5,2,True,True,False,CODE_BACKED, done - q2 wired and engine-implemented | step-4 engine leg: spotchecktrades.rederivefire now calls computesmcsignals wi
S6-B1633c,1633,DONE,True,False,fce407490,5,2,True,True,False,CODE_BACKED," done - q3 answered: stated, not gated | the skill demands code-verification in 4 places (phase 4 audit depth, truth sta"
S6-B1633d,1633,DONE,True,False,fce407490,5,2,False,True,False,CODE_BACKED, done (retro-ticketed b1635) | q4 of that turn: orphan-gate backlog sweep. shipped in b1633; recorded here for the same 
S6-B1633e,1633,DONE,True,False,fce407490,5,2,True,False,False,CODE_BACKED, done - q5 queue audit | 49 tickets carry multiple rows; 17 have a resolving row appended after an open one. the queue's
S6-B1633f,1633,DONE,True,False,fce407490,5,2,False,True,False,CODE_BACKED," note - two self-inflicted, both caught | (1) my anchor patch used if old in s: for ### #154 - an item number that does "
S6-B1634a,1634,DONE,True,False,2806212b0,7,2,True,True,True,CODE_BACKED," done - owner correction, generalised | step 4 is a standard, not a one-strategy check. ohlcv-only coverage is complete "
S6-B1634b,1634,DONE,True,False,2806212b0,7,2,False,False,True,CODE_BACKED," high - next | 185 strategies need their non-ohlcv inputs made verifiable before step 4 can certify them - smart-money, "
S6-B1634c,1634,DONE,False,False,2806212b0,7,2,True,True,True,CODE_BACKED," done - built as the narrow version | scanunverifiedstructure + checklist #215, wired. blocks a turn asserting wired / n"
S6-B1634d,1634,DONE,False,False,2806212b0,7,2,False,True,True,CODE_BACKED, done | scripts/queuestatus.py resolves last-row-wins at read time; history untouched. measured: 293 tickets / 365 rows 
S6-B1634e,1634,DONE,True,False,2806212b0,7,2,True,False,True,CODE_BACKED," done - collision caught by the pin | classify(""smartmoneyscore"") returned ohlcv because sma matches inside smart, with "
S6-B1635a,1635,DONE,True,False,03903dac9,6,2,False,True,False,CODE_BACKED, done - owner correction | q2 and q4 got a disposition in the response table and no queue row. verified: no b1634 row me
S6-B1636a,1636,DONE,True,False,cc0cf0ce4,2,0,False,False,False,ANALYSIS_ONLY," unknown - rca needed | is an ""already done in a previous batch"" disposition disproportionately likely to lose its queue"
S6-B1636b,1636,DONE,True,False,cc0cf0ce4,2,0,True,True,False,ANALYSIS_ONLY, note - the gates caught their author | twice this session a gate blocked the turn that built or invoked it: the fail-cl
S6-B1637a,1637,DONE,True,False,6279e960c,6,1,False,True,False,CODE_BACKED," done | runmanifestwave1.json written and prelaunchgate.py passes bare-exit-0. local mode, isolation true, calendar nyse"
S6-B1637b,1637,DONE,True,False,6279e960c,6,1,True,True,False,CODE_BACKED, done - gate bug found by using it | prelaunchgate.py:134 crashed on the first local manifest with a string universe. ch
S6-B1637c,1637,DONE,True,False,6279e960c,6,1,True,True,False,CODE_BACKED, done - checklist #217 | my shell reported the crash as a pass. ... 2>&1 | tail -12; echo $? printed 0 - the exit code o
S6-B1637d,1637,DONE,False,False,6279e960c,6,1,False,True,False,CODE_BACKED," done - #212 satisfied by measurement | the detached marker launched at 23:54:17 logged 69 ticks, last at 00:16:57, writ"
S6-B1637e,1637,DONE,True,False,6279e960c,6,1,False,False,False,CODE_BACKED," armed | hourly monitor croncreate 5403417a, unconditional (""do not withhold... silence is correct only when nothing is "
S6-B1638a,1638,DONE,True,False,fd63c1ab8,11,0,False,False,False,ANALYSIS_ONLY, done - pin tests on uncommitted evidence | testb1610inertsweptlevelisdetected reads b1589cfg1grid.json + b1608cfg2grid.
S6-B1638b,1638,DONE,True,False,fd63c1ab8,11,0,False,True,False,ANALYSIS_ONLY," note - hourly report 1 | nothing running - the sweep has not started. python pids 6480/15992 were the #212 marker only,"
S6-B1646a,1646,DONE,True,False,10e1e68b7,5,0,False,True,False,ANALYSIS_ONLY, done - pre-flight caught the manifest | screenpoolworkers: 3 was written into the manifest and never measured. pool=3 i
S6-B1646b,1646,DONE,True,False,10e1e68b7,5,0,False,False,False,ANALYSIS_ONLY, launched | wave 1 up 2026-08-18 07:35:41 via start-process (the #212-proven mechanism). cfgsw20span50 pid 15536 / cfgsw
S6-B1646c,1646,DONE,False,False,10e1e68b7,5,0,False,True,False,ANALYSIS_ONLY, owner ruled a - run continues under watch | owner chose (a) let wave 1 finish under close watch. neither config killed;
S6-B1646d,1646,DONE,True,False,10e1e68b7,5,0,False,True,False,ANALYSIS_ONLY," done - checklist #219 | the arithmetic error: n x peak < free is not a fit. i compared 6,446 against 7,705 and forgot t"
S6-B1647a,1647,DONE,True,False,fae30a8aa,1,0,False,False,False,ANALYSIS_ONLY," armed | 13-minute memory watch, croncreate 558d96c7, in addition to the hourly 5403417a. option a accepts a known risk,"
S6-B1647b,1647,DONE,False,False,fae30a8aa,1,0,False,False,False,ANALYSIS_ONLY," wave 1 post-config run - steps 1 and 3 executed, both configs | step 1 cube sanity pass on both (1 strategy, [26] exits"
S6-B1680a,1680,DONE,True,True,849e49335,5,0,False,True,False,ANALYSIS_ONLY," done - wave 1 complete | both configs reached 2026-05-05, exited cleanly, cubes 2.8 / 3.0 mb, no memoryerror or traceba"
S6-B1680b,1680,DONE,True,True,849e49335,5,0,False,True,False,ANALYSIS_ONLY," done - post-config steps 1-3 | 1 sanity pass both: 1 strategy, [26] exits/entry, mega-caps present, a-c 33pct, entries "
S6-B1680c,1680,DONE,True,True,849e49335,5,0,False,True,False,ANALYSIS_ONLY, confirmed finding - halt | regimeflip returned regimeflipmaxdays20 on 302 of 302 trades in a post-b1622 cube - 100pct i
S6-B1680d,1680,DONE,True,True,849e49335,5,0,False,False,False,ANALYSIS_ONLY, resolved - root cause proven | exitregimeflip needs two inputs and b1622 supplied one. regimeatentry is a top-level tra
S6-B1680e,1680,DONE,True,True,849e49335,5,0,False,True,False,ANALYSIS_ONLY," done - my test counted, it did not execute | testb1593regimeflipreadsregimefromsignals asserted eng.count('getattr(self"
S6-B1680f,1680,DONE,False,True,849e49335,5,0,False,True,False,ANALYSIS_ONLY," post-config step 3 degraded-exit row now mechanical | scripts/measuredegradedexits.py executes the runbook rows ""measur"
S6-B1681a,1681,DONE,True,True,0aa93397f,3,0,False,True,False,ANALYSIS_ONLY," done | checklist #220 - a test must assert behaviour, not shape. anchors l493. three tests this session passed while th"
S6-B1682a,1682,DONE,True,True,d77418cdf,7,3,True,True,True,CODE_BACKED," done - fixed, both holes | (1) regimeatentry carried into tradesdatalite and injected in runexitcomparison alongside th"
S6-B1682b,1682,DONE,True,True,d77418cdf,7,3,False,True,True,CODE_BACKED," high - owner | wave 1's cubes carry the dead exit. with the fix live, future cubes get a working regimeflip, so wave 1 "
S6-B1686a,1686,DONE,True,True,30a6aa4d9,3,2,False,True,False,CODE_BACKED," high - grid grew | p6 at 7 values changes the sweep: p1[4] x p6[7] = 28 configs, not 20. four are done (cfg1, cfg2, w1 "
S6-B1686b,1686,DONE,True,True,30a6aa4d9,3,2,False,True,False,CODE_BACKED, measured - sharpe gate across 4 runs | gate minsharpeoverall = 1.0. 36 combinations clear = 23 distinct outcomes; of th
