strategy_name,direction,status,regime_affinity,exit_method
donchian_breakout_long,long,ACTIVE,all_regimes,earnings_blackout
donchian_breakout_long,long,ACTIVE,all_regimes,fixed_4r_2r
donchian_breakout_long,long,ACTIVE,all_regimes,hybrid_50pct_target
donchian_breakout_long,long,ACTIVE,all_regimes,ma_exit_ema9
donchian_breakout_long,long,ACTIVE,all_regimes,mfe_lockin_trail
donchian_breakout_long,long,ACTIVE,all_regimes,multi_tier_partial
donchian_breakout_long,long,ACTIVE,all_regimes,next_pivot_target
donchian_breakout_long,long,ACTIVE,all_regimes,r_multiple_2r
donchian_breakout_long,long,ACTIVE,all_regimes,r_multiple_3r
donchian_breakout_long,long,ACTIVE,all_regimes,regime_flip
donchian_breakout_long,long,ACTIVE,all_regimes,reverse_signal
donchian_breakout_long,long,ACTIVE,all_regimes,smart_money_reversal
donchian_breakout_long,long,ACTIVE,all_regimes,smc_mitigation_zone
donchian_breakout_long,long,ACTIVE,all_regimes,time_stop_10d
donchian_breakout_long,long,ACTIVE,all_regimes,time_stop_20d
donchian_breakout_long,long,ACTIVE,all_regimes,trailing_10pct
donchian_breakout_long,long,ACTIVE,all_regimes,trailing_15pct
donchian_breakout_long,long,ACTIVE,all_regimes,trailing_5pct
donchian_breakout_retest_long,long,ACTIVE,all_regimes,atr_trail_1x
donchian_breakout_retest_long,long,ACTIVE,all_regimes,atr_trail_2x
donchian_breakout_retest_long,long,ACTIVE,all_regimes,atr_trail_mae_conditional
donchian_breakout_retest_long,long,ACTIVE,all_regimes,atr_trail_vix_conditional
donchian_breakout_retest_long,long,ACTIVE,all_regimes,break_even_at_1r
donchian_breakout_retest_long,long,ACTIVE,all_regimes,breakeven_plus_trail
donchian_breakout_retest_long,long,ACTIVE,all_regimes,chandelier_3x
donchian_breakout_retest_long,long,ACTIVE,all_regimes,class_time_stop
donchian_breakout_retest_long,long,ACTIVE,all_regimes,earnings_blackout
donchian_breakout_retest_long,long,ACTIVE,all_regimes,fixed_4r_2r
donchian_breakout_retest_long,long,ACTIVE,all_regimes,hybrid_50pct_target
donchian_breakout_retest_long,long,ACTIVE,all_regimes,ma_exit_ema9
donchian_breakout_retest_long,long,ACTIVE,all_regimes,mfe_lockin_trail
donchian_breakout_retest_long,long,ACTIVE,all_regimes,multi_tier_partial
donchian_breakout_retest_long,long,ACTIVE,all_regimes,next_pivot_target
donchian_breakout_retest_long,long,ACTIVE,all_regimes,r_multiple_2r
donchian_breakout_retest_long,long,ACTIVE,all_regimes,r_multiple_3r
donchian_breakout_retest_long,long,ACTIVE,all_regimes,regime_flip
donchian_breakout_retest_long,long,ACTIVE,all_regimes,reverse_signal
donchian_breakout_retest_long,long,ACTIVE,all_regimes,smart_money_reversal
donchian_breakout_retest_long,long,ACTIVE,all_regimes,smc_mitigation_zone
donchian_breakout_retest_long,long,ACTIVE,all_regimes,time_stop_10d
donchian_breakout_retest_long,long,ACTIVE,all_regimes,time_stop_20d
donchian_breakout_retest_long,long,ACTIVE,all_regimes,trailing_10pct
donchian_breakout_retest_long,long,ACTIVE,all_regimes,trailing_15pct
donchian_breakout_retest_long,long,ACTIVE,all_regimes,trailing_5pct
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,atr_trail_1x
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,atr_trail_2x
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,atr_trail_mae_conditional
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,atr_trail_vix_conditional
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,break_even_at_1r
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,breakeven_plus_trail
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,chandelier_3x
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,class_time_stop
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,earnings_blackout
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,fixed_4r_2r
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,hybrid_50pct_target
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,ma_exit_ema9
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,mfe_lockin_trail
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,multi_tier_partial
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,next_pivot_target
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,r_multiple_2r
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,r_multiple_3r
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,regime_flip
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,reverse_signal
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,smart_money_reversal
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,smc_mitigation_zone
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,time_stop_10d
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,time_stop_20d
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,trailing_10pct
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,trailing_15pct
donchian_breakout_with_smart_money_long,long,ACTIVE,all_regimes,trailing_5pct
double_bottom_long,long,ACTIVE,"bull,neutral",atr_trail_1x
double_bottom_long,long,ACTIVE,"bull,neutral",atr_trail_2x
double_bottom_long,long,ACTIVE,"bull,neutral",atr_trail_mae_conditional
double_bottom_long,long,ACTIVE,"bull,neutral",atr_trail_vix_conditional
double_bottom_long,long,ACTIVE,"bull,neutral",break_even_at_1r
double_bottom_long,long,ACTIVE,"bull,neutral",breakeven_plus_trail
double_bottom_long,long,ACTIVE,"bull,neutral",chandelier_3x
double_bottom_long,long,ACTIVE,"bull,neutral",class_time_stop
double_bottom_long,long,ACTIVE,"bull,neutral",earnings_blackout
double_bottom_long,long,ACTIVE,"bull,neutral",fixed_4r_2r
double_bottom_long,long,ACTIVE,"bull,neutral",hybrid_50pct_target
double_bottom_long,long,ACTIVE,"bull,neutral",ma_exit_ema9
double_bottom_long,long,ACTIVE,"bull,neutral",mfe_lockin_trail
double_bottom_long,long,ACTIVE,"bull,neutral",multi_tier_partial
double_bottom_long,long,ACTIVE,"bull,neutral",next_pivot_target
double_bottom_long,long,ACTIVE,"bull,neutral",r_multiple_2r
double_bottom_long,long,ACTIVE,"bull,neutral",r_multiple_3r
double_bottom_long,long,ACTIVE,"bull,neutral",regime_flip
double_bottom_long,long,ACTIVE,"bull,neutral",reverse_signal
double_bottom_long,long,ACTIVE,"bull,neutral",smart_money_reversal
double_bottom_long,long,ACTIVE,"bull,neutral",smc_mitigation_zone
double_bottom_long,long,ACTIVE,"bull,neutral",time_stop_10d
double_bottom_long,long,ACTIVE,"bull,neutral",time_stop_20d
double_bottom_long,long,ACTIVE,"bull,neutral",trailing_10pct
double_bottom_long,long,ACTIVE,"bull,neutral",trailing_15pct
double_bottom_long,long,ACTIVE,"bull,neutral",trailing_5pct
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",atr_trail_1x
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",atr_trail_2x
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",atr_trail_mae_conditional
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",atr_trail_vix_conditional
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",break_even_at_1r
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",breakeven_plus_trail
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",chandelier_3x
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",class_time_stop
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",earnings_blackout
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",fixed_4r_2r
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",hybrid_50pct_target
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",ma_exit_ema9
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",mfe_lockin_trail
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",multi_tier_partial
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",next_pivot_target
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",r_multiple_2r
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",r_multiple_3r
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",regime_flip
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",reverse_signal
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",smart_money_reversal
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",smc_mitigation_zone
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",time_stop_10d
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",time_stop_20d
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",trailing_10pct
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",trailing_15pct
dxy_headwind_multinational_short,short,DISABLED,"bear,bull,crisis,neutral",trailing_5pct
flag_bear_retest_short,short,ACTIVE,all_regimes,atr_trail_1x
flag_bear_retest_short,short,ACTIVE,all_regimes,atr_trail_2x
flag_bear_retest_short,short,ACTIVE,all_regimes,atr_trail_mae_conditional
flag_bear_retest_short,short,ACTIVE,all_regimes,atr_trail_vix_conditional
flag_bear_retest_short,short,ACTIVE,all_regimes,break_even_at_1r
flag_bear_retest_short,short,ACTIVE,all_regimes,breakeven_plus_trail
flag_bear_retest_short,short,ACTIVE,all_regimes,chandelier_3x
flag_bear_retest_short,short,ACTIVE,all_regimes,class_time_stop
flag_bear_retest_short,short,ACTIVE,all_regimes,earnings_blackout
flag_bear_retest_short,short,ACTIVE,all_regimes,fixed_4r_2r
flag_bear_retest_short,short,ACTIVE,all_regimes,hybrid_50pct_target
flag_bear_retest_short,short,ACTIVE,all_regimes,ma_exit_ema9
flag_bear_retest_short,short,ACTIVE,all_regimes,mfe_lockin_trail
flag_bear_retest_short,short,ACTIVE,all_regimes,multi_tier_partial
flag_bear_retest_short,short,ACTIVE,all_regimes,next_pivot_target
flag_bear_retest_short,short,ACTIVE,all_regimes,r_multiple_2r
flag_bear_retest_short,short,ACTIVE,all_regimes,r_multiple_3r
flag_bear_retest_short,short,ACTIVE,all_regimes,regime_flip
flag_bear_retest_short,short,ACTIVE,all_regimes,reverse_signal
flag_bear_retest_short,short,ACTIVE,all_regimes,smart_money_reversal
flag_bear_retest_short,short,ACTIVE,all_regimes,smc_mitigation_zone
flag_bear_retest_short,short,ACTIVE,all_regimes,time_stop_10d
flag_bear_retest_short,short,ACTIVE,all_regimes,time_stop_20d
flag_bear_retest_short,short,ACTIVE,all_regimes,trailing_10pct
flag_bear_retest_short,short,ACTIVE,all_regimes,trailing_15pct
flag_bear_retest_short,short,ACTIVE,all_regimes,trailing_5pct
flag_bull_long,long,ACTIVE,"bull,neutral",atr_trail_1x
flag_bull_long,long,ACTIVE,"bull,neutral",atr_trail_2x
flag_bull_long,long,ACTIVE,"bull,neutral",atr_trail_mae_conditional
flag_bull_long,long,ACTIVE,"bull,neutral",atr_trail_vix_conditional
flag_bull_long,long,ACTIVE,"bull,neutral",break_even_at_1r
flag_bull_long,long,ACTIVE,"bull,neutral",breakeven_plus_trail
flag_bull_long,long,ACTIVE,"bull,neutral",chandelier_3x
flag_bull_long,long,ACTIVE,"bull,neutral",class_time_stop
flag_bull_long,long,ACTIVE,"bull,neutral",earnings_blackout
flag_bull_long,long,ACTIVE,"bull,neutral",fixed_4r_2r
flag_bull_long,long,ACTIVE,"bull,neutral",hybrid_50pct_target
flag_bull_long,long,ACTIVE,"bull,neutral",ma_exit_ema9
flag_bull_long,long,ACTIVE,"bull,neutral",mfe_lockin_trail
flag_bull_long,long,ACTIVE,"bull,neutral",multi_tier_partial
flag_bull_long,long,ACTIVE,"bull,neutral",next_pivot_target
flag_bull_long,long,ACTIVE,"bull,neutral",r_multiple_2r
flag_bull_long,long,ACTIVE,"bull,neutral",r_multiple_3r
flag_bull_long,long,ACTIVE,"bull,neutral",regime_flip
flag_bull_long,long,ACTIVE,"bull,neutral",reverse_signal
flag_bull_long,long,ACTIVE,"bull,neutral",smart_money_reversal
flag_bull_long,long,ACTIVE,"bull,neutral",smc_mitigation_zone
flag_bull_long,long,ACTIVE,"bull,neutral",time_stop_10d
flag_bull_long,long,ACTIVE,"bull,neutral",time_stop_20d
flag_bull_long,long,ACTIVE,"bull,neutral",trailing_10pct
flag_bull_long,long,ACTIVE,"bull,neutral",trailing_15pct
flag_bull_long,long,ACTIVE,"bull,neutral",trailing_5pct
flag_bull_retest_long,long,ACTIVE,all_regimes,atr_trail_1x
flag_bull_retest_long,long,ACTIVE,all_regimes,atr_trail_2x
flag_bull_retest_long,long,ACTIVE,all_regimes,atr_trail_mae_conditional
flag_bull_retest_long,long,ACTIVE,all_regimes,atr_trail_vix_conditional
flag_bull_retest_long,long,ACTIVE,all_regimes,break_even_at_1r
flag_bull_retest_long,long,ACTIVE,all_regimes,breakeven_plus_trail
flag_bull_retest_long,long,ACTIVE,all_regimes,chandelier_3x
flag_bull_retest_long,long,ACTIVE,all_regimes,class_time_stop
flag_bull_retest_long,long,ACTIVE,all_regimes,earnings_blackout
flag_bull_retest_long,long,ACTIVE,all_regimes,fixed_4r_2r
flag_bull_retest_long,long,ACTIVE,all_regimes,hybrid_50pct_target
flag_bull_retest_long,long,ACTIVE,all_regimes,ma_exit_ema9
flag_bull_retest_long,long,ACTIVE,all_regimes,mfe_lockin_trail
flag_bull_retest_long,long,ACTIVE,all_regimes,multi_tier_partial
flag_bull_retest_long,long,ACTIVE,all_regimes,next_pivot_target
flag_bull_retest_long,long,ACTIVE,all_regimes,r_multiple_2r
flag_bull_retest_long,long,ACTIVE,all_regimes,r_multiple_3r
flag_bull_retest_long,long,ACTIVE,all_regimes,regime_flip
flag_bull_retest_long,long,ACTIVE,all_regimes,reverse_signal
flag_bull_retest_long,long,ACTIVE,all_regimes,smart_money_reversal
flag_bull_retest_long,long,ACTIVE,all_regimes,smc_mitigation_zone
flag_bull_retest_long,long,ACTIVE,all_regimes,time_stop_10d
flag_bull_retest_long,long,ACTIVE,all_regimes,time_stop_20d
flag_bull_retest_long,long,ACTIVE,all_regimes,trailing_10pct
flag_bull_retest_long,long,ACTIVE,all_regimes,trailing_15pct
flag_bull_retest_long,long,ACTIVE,all_regimes,trailing_5pct
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",atr_trail_1x
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",atr_trail_2x
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",atr_trail_mae_conditional
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",atr_trail_vix_conditional
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",break_even_at_1r
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",breakeven_plus_trail
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",chandelier_3x
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",class_time_stop
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",earnings_blackout
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",fixed_4r_2r
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",hybrid_50pct_target
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",ma_exit_ema9
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",mfe_lockin_trail
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",multi_tier_partial
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",next_pivot_target
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",r_multiple_2r
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",r_multiple_3r
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",regime_flip
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",reverse_signal
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",smart_money_reversal
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",smc_mitigation_zone
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",time_stop_10d
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",time_stop_20d
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",trailing_10pct
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",trailing_15pct
force_index_breakout,dual,ACTIVE,"bear,bull,crisis,neutral",trailing_5pct
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",atr_trail_1x
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",atr_trail_2x
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",atr_trail_mae_conditional
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",atr_trail_vix_conditional
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",break_even_at_1r
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",breakeven_plus_trail
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",chandelier_3x
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",class_time_stop
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",earnings_blackout
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",fixed_4r_2r
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",hybrid_50pct_target
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",ma_exit_ema9
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",mfe_lockin_trail
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",multi_tier_partial
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",next_pivot_target
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",r_multiple_2r
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",r_multiple_3r
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",regime_flip
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",reverse_signal
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",smart_money_reversal
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",smc_mitigation_zone
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",time_stop_10d
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",time_stop_20d
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",trailing_10pct
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",trailing_15pct
gold_silver_risk_off_long,long,ACTIVE,"bear,crisis",trailing_5pct
golden_cross_20_50,dual,ACTIVE,all_regimes,atr_trail_1x
golden_cross_20_50,dual,ACTIVE,all_regimes,atr_trail_2x
golden_cross_20_50,dual,ACTIVE,all_regimes,atr_trail_mae_conditional
golden_cross_20_50,dual,ACTIVE,all_regimes,atr_trail_vix_conditional
golden_cross_20_50,dual,ACTIVE,all_regimes,break_even_at_1r
golden_cross_20_50,dual,ACTIVE,all_regimes,breakeven_plus_trail
golden_cross_20_50,dual,ACTIVE,all_regimes,chandelier_3x
golden_cross_20_50,dual,ACTIVE,all_regimes,class_time_stop
golden_cross_20_50,dual,ACTIVE,all_regimes,earnings_blackout
golden_cross_20_50,dual,ACTIVE,all_regimes,fixed_4r_2r
golden_cross_20_50,dual,ACTIVE,all_regimes,hybrid_50pct_target
golden_cross_20_50,dual,ACTIVE,all_regimes,ma_exit_ema9
golden_cross_20_50,dual,ACTIVE,all_regimes,mfe_lockin_trail
golden_cross_20_50,dual,ACTIVE,all_regimes,multi_tier_partial
golden_cross_20_50,dual,ACTIVE,all_regimes,next_pivot_target
golden_cross_20_50,dual,ACTIVE,all_regimes,r_multiple_2r
golden_cross_20_50,dual,ACTIVE,all_regimes,r_multiple_3r
golden_cross_20_50,dual,ACTIVE,all_regimes,regime_flip
golden_cross_20_50,dual,ACTIVE,all_regimes,reverse_signal
golden_cross_20_50,dual,ACTIVE,all_regimes,smart_money_reversal
golden_cross_20_50,dual,ACTIVE,all_regimes,smc_mitigation_zone
golden_cross_20_50,dual,ACTIVE,all_regimes,time_stop_10d
golden_cross_20_50,dual,ACTIVE,all_regimes,time_stop_20d
golden_cross_20_50,dual,ACTIVE,all_regimes,trailing_10pct
golden_cross_20_50,dual,ACTIVE,all_regimes,trailing_15pct
golden_cross_20_50,dual,ACTIVE,all_regimes,trailing_5pct
golden_cross_50_200,dual,ACTIVE,all_regimes,atr_trail_1x
golden_cross_50_200,dual,ACTIVE,all_regimes,atr_trail_2x
golden_cross_50_200,dual,ACTIVE,all_regimes,atr_trail_mae_conditional
golden_cross_50_200,dual,ACTIVE,all_regimes,atr_trail_vix_conditional
golden_cross_50_200,dual,ACTIVE,all_regimes,break_even_at_1r
golden_cross_50_200,dual,ACTIVE,all_regimes,breakeven_plus_trail
golden_cross_50_200,dual,ACTIVE,all_regimes,chandelier_3x
golden_cross_50_200,dual,ACTIVE,all_regimes,class_time_stop
golden_cross_50_200,dual,ACTIVE,all_regimes,earnings_blackout
golden_cross_50_200,dual,ACTIVE,all_regimes,fixed_4r_2r
golden_cross_50_200,dual,ACTIVE,all_regimes,hybrid_50pct_target
golden_cross_50_200,dual,ACTIVE,all_regimes,ma_exit_ema9
golden_cross_50_200,dual,ACTIVE,all_regimes,mfe_lockin_trail
golden_cross_50_200,dual,ACTIVE,all_regimes,multi_tier_partial
golden_cross_50_200,dual,ACTIVE,all_regimes,next_pivot_target
golden_cross_50_200,dual,ACTIVE,all_regimes,r_multiple_2r
golden_cross_50_200,dual,ACTIVE,all_regimes,r_multiple_3r
golden_cross_50_200,dual,ACTIVE,all_regimes,regime_flip
golden_cross_50_200,dual,ACTIVE,all_regimes,reverse_signal
golden_cross_50_200,dual,ACTIVE,all_regimes,smart_money_reversal
golden_cross_50_200,dual,ACTIVE,all_regimes,smc_mitigation_zone
golden_cross_50_200,dual,ACTIVE,all_regimes,time_stop_10d
golden_cross_50_200,dual,ACTIVE,all_regimes,time_stop_20d
golden_cross_50_200,dual,ACTIVE,all_regimes,trailing_10pct
golden_cross_50_200,dual,ACTIVE,all_regimes,trailing_15pct
golden_cross_50_200,dual,ACTIVE,all_regimes,trailing_5pct
golden_cross_9_21,dual,ACTIVE,all_regimes,atr_trail_1x
golden_cross_9_21,dual,ACTIVE,all_regimes,atr_trail_2x
golden_cross_9_21,dual,ACTIVE,all_regimes,atr_trail_mae_conditional
golden_cross_9_21,dual,ACTIVE,all_regimes,atr_trail_vix_conditional
golden_cross_9_21,dual,ACTIVE,all_regimes,break_even_at_1r
golden_cross_9_21,dual,ACTIVE,all_regimes,breakeven_plus_trail
golden_cross_9_21,dual,ACTIVE,all_regimes,chandelier_3x
golden_cross_9_21,dual,ACTIVE,all_regimes,class_time_stop
golden_cross_9_21,dual,ACTIVE,all_regimes,earnings_blackout
golden_cross_9_21,dual,ACTIVE,all_regimes,fixed_4r_2r
golden_cross_9_21,dual,ACTIVE,all_regimes,hybrid_50pct_target
golden_cross_9_21,dual,ACTIVE,all_regimes,ma_exit_ema9
golden_cross_9_21,dual,ACTIVE,all_regimes,mfe_lockin_trail
golden_cross_9_21,dual,ACTIVE,all_regimes,multi_tier_partial
golden_cross_9_21,dual,ACTIVE,all_regimes,next_pivot_target
golden_cross_9_21,dual,ACTIVE,all_regimes,r_multiple_2r
golden_cross_9_21,dual,ACTIVE,all_regimes,r_multiple_3r
golden_cross_9_21,dual,ACTIVE,all_regimes,regime_flip
golden_cross_9_21,dual,ACTIVE,all_regimes,reverse_signal
golden_cross_9_21,dual,ACTIVE,all_regimes,smart_money_reversal
golden_cross_9_21,dual,ACTIVE,all_regimes,smc_mitigation_zone
golden_cross_9_21,dual,ACTIVE,all_regimes,time_stop_10d
golden_cross_9_21,dual,ACTIVE,all_regimes,time_stop_20d
golden_cross_9_21,dual,ACTIVE,all_regimes,trailing_10pct
golden_cross_9_21,dual,ACTIVE,all_regimes,trailing_15pct
golden_cross_9_21,dual,ACTIVE,all_regimes,trailing_5pct
golden_cross_volume,dual,ACTIVE,all_regimes,atr_trail_1x
golden_cross_volume,dual,ACTIVE,all_regimes,atr_trail_2x
golden_cross_volume,dual,ACTIVE,all_regimes,atr_trail_mae_conditional
golden_cross_volume,dual,ACTIVE,all_regimes,atr_trail_vix_conditional
golden_cross_volume,dual,ACTIVE,all_regimes,break_even_at_1r
golden_cross_volume,dual,ACTIVE,all_regimes,breakeven_plus_trail
golden_cross_volume,dual,ACTIVE,all_regimes,chandelier_3x
golden_cross_volume,dual,ACTIVE,all_regimes,class_time_stop
golden_cross_volume,dual,ACTIVE,all_regimes,earnings_blackout
golden_cross_volume,dual,ACTIVE,all_regimes,fixed_4r_2r
golden_cross_volume,dual,ACTIVE,all_regimes,hybrid_50pct_target
golden_cross_volume,dual,ACTIVE,all_regimes,ma_exit_ema9
golden_cross_volume,dual,ACTIVE,all_regimes,mfe_lockin_trail
golden_cross_volume,dual,ACTIVE,all_regimes,multi_tier_partial
golden_cross_volume,dual,ACTIVE,all_regimes,next_pivot_target
golden_cross_volume,dual,ACTIVE,all_regimes,r_multiple_2r
golden_cross_volume,dual,ACTIVE,all_regimes,r_multiple_3r
golden_cross_volume,dual,ACTIVE,all_regimes,regime_flip
golden_cross_volume,dual,ACTIVE,all_regimes,reverse_signal
golden_cross_volume,dual,ACTIVE,all_regimes,smart_money_reversal
golden_cross_volume,dual,ACTIVE,all_regimes,smc_mitigation_zone
golden_cross_volume,dual,ACTIVE,all_regimes,time_stop_10d
golden_cross_volume,dual,ACTIVE,all_regimes,time_stop_20d
golden_cross_volume,dual,ACTIVE,all_regimes,trailing_10pct
golden_cross_volume,dual,ACTIVE,all_regimes,trailing_15pct
golden_cross_volume,dual,ACTIVE,all_regimes,trailing_5pct
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",atr_trail_1x
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",atr_trail_2x
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",atr_trail_mae_conditional
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",atr_trail_vix_conditional
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",break_even_at_1r
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",breakeven_plus_trail
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",chandelier_3x
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",class_time_stop
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",earnings_blackout
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",fixed_4r_2r
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",hybrid_50pct_target
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",ma_exit_ema9
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",mfe_lockin_trail
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",multi_tier_partial
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",next_pivot_target
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",r_multiple_2r
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",r_multiple_3r
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",regime_flip
halloween_seasonal_long,long,ACTIVE,"bear,bull,neutral",reverse_signal
